Type,Disease,Year,variable,value
SNPs,Multiple Sclerosis,2009,Incidence RMSE,0.666304357511048
SNPs,Parkinson Disease,2009,Incidence RMSE,2.70263614068012
SNPs,Alzheimer's Disease,2010,Incidence RMSE,30.7438557388462
SNPs,Multiple Sclerosis,2010,Incidence RMSE,0.660726678000255
SNPs,Parkinson Disease,2010,Incidence RMSE,2.75406139954244
SNPs,Alzheimer's Disease,2011,Incidence RMSE,30.6828550350089
SNPs,Multiple Sclerosis,2011,Incidence RMSE,0.654354198476994
SNPs,Parkinson Disease,2011,Incidence RMSE,2.88572665821295
SNPs,Alzheimer's Disease,2012,Incidence RMSE,30.6114167892328
SNPs,Multiple Sclerosis,2012,Incidence RMSE,0.64994007089601
SNPs,Parkinson Disease,2012,Incidence RMSE,3.12378573512939
SNPs,Alzheimer's Disease,2013,Incidence RMSE,30.549395367292
SNPs,Multiple Sclerosis,2013,Incidence RMSE,0.644764751331702
SNPs,Parkinson Disease,2013,Incidence RMSE,3.44666245605712
SNPs,Alzheimer's Disease,2014,Incidence RMSE,30.3656535036998
SNPs,Multiple Sclerosis,2014,Incidence RMSE,0.641917808398723
SNPs,Parkinson Disease,2014,Incidence RMSE,3.83269611250875
SNPs,Alzheimer's Disease,2015,Incidence RMSE,30.2214758312027
SNPs,Multiple Sclerosis,2015,Incidence RMSE,0.638227587494179
SNPs,Parkinson Disease,2015,Incidence RMSE,4.2510259049574
SNPs,Alzheimer's Disease,2016,Incidence RMSE,30.0853696508847
SNPs,Multiple Sclerosis,2016,Incidence RMSE,0.632332859407889
SNPs,Parkinson Disease,2016,Incidence RMSE,4.97614179469455
SNPs,Alzheimer's Disease,2017,Incidence RMSE,30.0939431764984
SNPs,Multiple Sclerosis,2017,Incidence RMSE,0.627482098581898
SNPs,Parkinson Disease,2017,Incidence RMSE,5.6244491731026
SNPs,Alzheimer's Disease,2018,Incidence RMSE,30.1890502727655
SNPs,Multiple Sclerosis,2018,Incidence RMSE,0.625296399693382
SNPs,Parkinson Disease,2018,Incidence RMSE,5.82064642323839
SNPs,Alzheimer's Disease,1992,Prevalence RMSE,206.803929376624
SNPs,Multiple Sclerosis,1992,Prevalence RMSE,21.0783451614751
SNPs,Parkinson Disease,1992,Prevalence RMSE,18.2980187712482
SNPs,Alzheimer's Disease,1993,Prevalence RMSE,207.568782868763
SNPs,Multiple Sclerosis,1993,Prevalence RMSE,20.5455599097497
SNPs,Parkinson Disease,1993,Prevalence RMSE,18.4300665272039
SNPs,Alzheimer's Disease,1994,Prevalence RMSE,208.120146427413
SNPs,Multiple Sclerosis,1994,Prevalence RMSE,19.6280276397728
SNPs,Parkinson Disease,1994,Prevalence RMSE,18.3607886094445
SNPs,Alzheimer's Disease,1995,Prevalence RMSE,211.172691550719
SNPs,Multiple Sclerosis,1995,Prevalence RMSE,20.4495399735795
SNPs,Parkinson Disease,1995,Prevalence RMSE,18.6350829836556
SNPs,Alzheimer's Disease,1996,Prevalence RMSE,215.872062200879
SNPs,Multiple Sclerosis,1996,Prevalence RMSE,20.4592339022016
SNPs,Parkinson Disease,1996,Prevalence RMSE,19.1997031819366
SNPs,Alzheimer's Disease,1998,Prevalence RMSE,231.189433457735
SNPs,Multiple Sclerosis,1998,Prevalence RMSE,20.4081890335487
SNPs,Parkinson Disease,1998,Prevalence RMSE,21.1883689228608
SNPs,Alzheimer's Disease,1997,Prevalence RMSE,222.691692122173
SNPs,Multiple Sclerosis,1997,Prevalence RMSE,20.6807354318678
SNPs,Parkinson Disease,1997,Prevalence RMSE,20.1443726456394
SNPs,Alzheimer's Disease,1999,Prevalence RMSE,238.742846558513
SNPs,Multiple Sclerosis,1999,Prevalence RMSE,20.3881238814135
SNPs,Parkinson Disease,1999,Prevalence RMSE,22.090693880413
SNPs,Alzheimer's Disease,2000,Prevalence RMSE,243.083603821826
SNPs,Multiple Sclerosis,2000,Prevalence RMSE,20.5655428557325
SNPs,Parkinson Disease,2000,Prevalence RMSE,22.6115413585665
SNPs,Alzheimer's Disease,2001,Prevalence RMSE,244.630278468831
SNPs,Multiple Sclerosis,2001,Prevalence RMSE,20.6303705092933
SNPs,Parkinson Disease,2001,Prevalence RMSE,22.9206797662617
SNPs,Alzheimer's Disease,2002,Prevalence RMSE,246.060345202126
SNPs,Multiple Sclerosis,2002,Prevalence RMSE,20.7694009300557
SNPs,Parkinson Disease,2002,Prevalence RMSE,23.4978645548594
SNPs,Alzheimer's Disease,2003,Prevalence RMSE,246.80968735566
SNPs,Multiple Sclerosis,2003,Prevalence RMSE,21.1191536493962
SNPs,Parkinson Disease,2003,Prevalence RMSE,23.8524867554186
SNPs,Alzheimer's Disease,2004,Prevalence RMSE,246.998748560061
SNPs,Multiple Sclerosis,2004,Prevalence RMSE,21.3284460752777
SNPs,Parkinson Disease,2004,Prevalence RMSE,24.35204563015
SNPs,Alzheimer's Disease,2005,Prevalence RMSE,247.111316264199
SNPs,Multiple Sclerosis,2005,Prevalence RMSE,21.4558522487206
SNPs,Parkinson Disease,2005,Prevalence RMSE,24.3754856563387
SNPs,Alzheimer's Disease,2006,Prevalence RMSE,247.258892783256
SNPs,Multiple Sclerosis,2006,Prevalence RMSE,21.5355404786941
SNPs,Parkinson Disease,2006,Prevalence RMSE,24.3258626261299
SNPs,Alzheimer's Disease,2007,Prevalence RMSE,247.399771406372
SNPs,Multiple Sclerosis,2007,Prevalence RMSE,21.8190231782933
SNPs,Parkinson Disease,2007,Prevalence RMSE,24.3127750409451
SNPs,Alzheimer's Disease,2008,Prevalence RMSE,246.881593590807
SNPs,Multiple Sclerosis,2008,Prevalence RMSE,21.8477717093593
SNPs,Parkinson Disease,2008,Prevalence RMSE,24.2739904779957
SNPs,Alzheimer's Disease,2009,Prevalence RMSE,245.975093768868
SNPs,Multiple Sclerosis,2009,Prevalence RMSE,21.9784002408178
SNPs,Parkinson Disease,2009,Prevalence RMSE,24.2691305054604
SNPs,Alzheimer's Disease,2010,Prevalence RMSE,245.534917411946
SNPs,Multiple Sclerosis,2010,Prevalence RMSE,21.9002477156844
SNPs,Parkinson Disease,2010,Prevalence RMSE,24.2326770566645
SNPs,Alzheimer's Disease,2011,Prevalence RMSE,245.320021981564
SNPs,Multiple Sclerosis,2011,Prevalence RMSE,21.7866090742961
SNPs,Parkinson Disease,2011,Prevalence RMSE,24.3772235128941
SNPs,Alzheimer's Disease,2012,Prevalence RMSE,244.726847297828
SNPs,Multiple Sclerosis,2012,Prevalence RMSE,21.7339281757412
SNPs,Parkinson Disease,2012,Prevalence RMSE,24.554477742638
SNPs,Alzheimer's Disease,2013,Prevalence RMSE,244.349644246806
SNPs,Multiple Sclerosis,2013,Prevalence RMSE,21.6352307297135
SNPs,Parkinson Disease,2013,Prevalence RMSE,24.7311705410692
SNPs,Alzheimer's Disease,2014,Prevalence RMSE,242.727650715362
SNPs,Multiple Sclerosis,2014,Prevalence RMSE,21.6766380826313
SNPs,Parkinson Disease,2014,Prevalence RMSE,24.8747994219375
SNPs,Alzheimer's Disease,2015,Prevalence RMSE,241.413512780618
SNPs,Multiple Sclerosis,2015,Prevalence RMSE,21.6965586360227
SNPs,Parkinson Disease,2015,Prevalence RMSE,25.1005671194557
SNPs,Alzheimer's Disease,2016,Prevalence RMSE,240.198268604242
SNPs,Multiple Sclerosis,2016,Prevalence RMSE,21.6418839237697
SNPs,Parkinson Disease,2016,Prevalence RMSE,25.3827731703357
SNPs,Alzheimer's Disease,2017,Prevalence RMSE,239.990397648459
SNPs,Multiple Sclerosis,2017,Prevalence RMSE,21.6377037174714
SNPs,Parkinson Disease,2017,Prevalence RMSE,25.7661227899006
SNPs,Alzheimer's Disease,2018,Prevalence RMSE,240.407265821645
SNPs,Multiple Sclerosis,2018,Prevalence RMSE,21.6760593162828
SNPs,Parkinson Disease,2018,Prevalence RMSE,26.2317935156938
